Stock,Trend,Proba,CV,Entry,Target,Stop,ATR,Score
SHIVALIK,Bullish,0.6773103390123716,0.6592775041050903,409.14,447.81,386.75,14.22,0.5850003913308826
PODDARMENT,Bullish,0.7004835979095488,0.5874384236453202,265.22,290.29,250.7,8.08,0.5848865509638844
AMBICAAGAR,Bullish,0.6883607149231339,0.6239737274220033,25.88,28.33,24.46,1.1,0.5848240293944654
BBNPNBETF,Bullish,0.7369312362711233,0.4835796387520525,60.5,66.22,57.19,1.11,0.5847047181711112
SVPGLOB,Bullish,0.7506861731930574,0.44622331691297207,6.92,7.58,6.55,0.4,0.5844011735809992
ALPHAETF,Bullish,0.710128083141464,0.5521346469622331,26.1,28.57,24.67,0.37,0.5829113772781902
CUB,Bullish,0.7453247258140749,0.45361247947454847,277.07,303.26,261.91,9.61,0.5824302742445292
INDGN,Bullish,0.740890315574877,0.4651067323481117,527.02,576.84,498.18,10.79,0.5823714188270831
M&MFIN,Bullish,0.6911859020408005,0.6042692939244664,370.74,405.79,350.45,10.97,0.5817765080231763
IRIS,Bullish,0.7227539618502523,0.5119047619047619,324.21,354.86,306.47,14.75,0.5816448550128221
ORTEL,Bullish,0.7160737768778198,0.527504105090312,1.38,1.51,1.3,0.08,0.5807370088669215
ALPHA,Bullish,0.7359383922240448,0.4704433497536946,50.32,55.08,47.57,0.71,0.580049964314518
AVTNPL,Bullish,0.6927285149940314,0.5931855500821017,69.23,75.78,65.45,2.1,0.5800037270861357
SAILIFE,Bullish,0.6771823058572581,0.6403940886699507,884.85,968.5,836.43,23.41,0.5797748017635047
TCIFINANCE,Bullish,0.7180183622819098,0.5172413793103449,11.23,12.29,10.61,0.79,0.5793665405998859
DOLLAR,Bullish,0.7119185978557468,0.5332512315270935,351.2,384.4,331.98,8.94,0.5790037463348955
CONTROLPR,Bullish,0.7049633839891607,0.5525451559934318,773.55,846.67,731.22,27.74,0.5787876715838758
WEWIN,Bullish,0.7713918193392613,0.37561576354679804,48.75,53.36,46.08,2.68,0.5787338624895049
ETERNAL,Bullish,0.7042049656736851,0.5533661740558292,305.57,334.45,288.85,7.75,0.5783962624465965
DIGISPICE,Bullish,0.7044555198118141,0.5525451559934318,25.02,27.39,23.65,1.19,0.5783707059210297
EFCIL,Bullish,0.7283294935682172,0.48484848484848486,267.58,292.88,252.94,11.24,0.5782494767117361
HYUNDAI,Bullish,0.7268680755129997,0.48850574712643685,2341.85,2563.22,2213.69,60.19,0.578152538224133
SRHHYPOLTD,Bullish,0.7157714357025716,0.5180623973727422,537.32,588.12,507.92,15.78,0.5777885678019445
ZYDUSLIFE,Bullish,0.7346829716008126,0.46469622331691296,945.81,1035.21,894.04,16.38,0.5773715438557454
MODIRUBBER,Bullish,0.7256203489557581,0.48809523809523814,112.98,123.66,106.8,6.02,0.5770409441695791
LT,Bullish,0.737645808653437,0.4548440065681445,4108.64,4497.02,3883.79,55.39,0.5767929952065134
WSI,Bullish,0.7490939626252904,0.42405582922824303,78.14,85.52,73.86,3.71,0.5765194421715495
UNITDSPR,Bullish,0.7061163461583666,0.5402298850574713,1461.27,1599.4,1381.3,26.58,0.5762558687039544
KDDL,Bullish,0.7136701793091513,0.5176518883415434,2513.61,2751.21,2376.05,85.01,0.5759751939744628
BANKETFADD,Bullish,0.7623930623730545,0.3875205254515599,61.23,67.02,57.88,0.48,0.5756130214764047
INTERNET,Bullish,0.7052972113074132,0.5396825396825397,14.51,15.88,13.72,0.25,0.5754329628762069
MOQUALITY,Bullish,0.710538426451446,0.5238095238095237,199.03,217.84,188.14,1.79,0.5751977737940278
MAHAPEXLTD,Bullish,0.7043014149601835,0.5410509031198686,91.45,100.1,86.45,3.66,0.5750060156292336
CREATIVE,Bullish,0.720745312349568,0.4930213464696223,685.41,750.2,647.9,22.83,0.5745843171522418
DOMS,Bullish,0.7016276727155125,0.5463875205254515,2536.52,2776.29,2397.7,53.77,0.5743208454001363
APOLLOPIPE,Bullish,0.7093094652232393,0.5242200328407225,301.9,330.44,285.38,8.37,0.5743193715953684
PARAS,Bullish,0.7090301856543193,0.5238095238095238,725.91,794.53,686.18,24.58,0.5739768169582585
VRLLOG,Bullish,0.7086562267611719,0.5238095238095238,268.64,294.03,253.93,7.31,0.5736740883304725
WELSPUNLIV,Bullish,0.6929001743673113,0.5697865353037767,138.44,151.52,130.86,4.37,0.57366218048604
SANOFI,Bullish,0.6714024913291787,0.6354679802955666,4386.82,4801.5,4146.75,74.84,0.5735034088496532
HISARMETAL,Bullish,0.7149346934785202,0.5045155993431856,174.88,191.41,165.31,6.51,0.573239098235733
MAXHEALTH,Bullish,0.7124345367610023,0.5114942528735632,1167.81,1278.2,1103.9,26.9,0.5732231904973581
TATATECH,Bullish,0.7020224996389932,0.5410509031198686,682.34,746.85,645.0,12.41,0.5731454627594539
OSWALGREEN,Bullish,0.7245206005814684,0.4766009852216748,35.0,38.31,33.09,0.96,0.572835253169092
EMCURE,Bullish,0.7026107176364886,0.5357142857142857,1435.64,1571.35,1357.08,51.39,0.5721258700754265
STARTECK,Bullish,0.7049928989828964,0.5287356321839081,295.27,323.18,279.11,10.37,0.572097685841293
KANANIIND,Bullish,0.679485291968835,0.6038587848932676,1.77,1.94,1.67,0.08,0.5718164402857602
ANUHPHR,Bullish,0.6924393967194911,0.5640394088669951,77.5,84.82,73.25,2.5,0.5716888812324468
SHREDIGCEM,Bullish,0.7333792104927701,0.4482758620689655,90.95,99.55,85.98,0.96,0.5715300054185036
LTIM,Bullish,0.7022720544210367,0.5344827586206896,6094.82,6670.95,5761.28,119.52,0.5715041546322919
NIF100BEES,Bullish,0.6997407694494427,0.5410509031198687,284.65,311.55,269.07,3.32,0.5712826117738308
FOCUS,Bullish,0.6759246007619215,0.6128899835796388,75.4,82.52,71.27,3.45,0.5712617274419721
HTMEDIA,Bullish,0.7247754329916367,0.4700328407224959,24.62,26.95,23.28,1.06,0.5711325620569564
PAYTM,Bullish,0.7100068515906865,0.5106732348111659,1332.13,1458.05,1259.22,33.71,0.5710367092103749
MAKEINDIA,Bullish,0.6986291661442883,0.5410509031198686,156.24,171.01,147.69,2.18,0.5703750762018721
FEDERALBNK,Bullish,0.7389484722747515,0.429392446633826,256.88,281.16,242.82,4.35,0.5702886403434042
UCAL,Bullish,0.7078041370923519,0.5119047619047619,123.1,134.74,116.37,4.41,0.5696138055647975
CEIGALL,Bullish,0.7035441067670318,0.5238095238095238,237.28,259.71,224.3,6.06,0.5695357054780734
KRSNAA,Bullish,0.7112175707147695,0.5004105090311987,824.55,902.5,779.43,26.95,0.5690908410661858
INCREDIBLE,Bullish,0.7008183309311402,0.529967159277504,41.81,45.76,39.52,2.63,0.5690552785639553
DHANUKA,Bullish,0.7209963503163641,0.4708538587848932,1260.27,1379.4,1191.3,37.25,0.5683913756763324
NUVAMA,Bullish,0.7079769351140803,0.5057471264367815,7521.42,8232.4,7109.8,214.08,0.5680090812754346
ANTHEM,Bullish,0.6659893573389064,0.6315789473684211,637.12,697.35,602.25,19.04,0.5678435573100149
SCPL,Bullish,0.7074109368558035,0.5057471264367817,211.05,231.0,199.5,9.56,0.5675549815233918
NAM-INDIA,Bullish,0.7092206299641888,0.5004105090311987,883.34,966.85,835.0,23.02,0.5674929605608361
BSLNIFTY,Bullish,0.6809159511682763,0.5833333333333334,30.69,33.59,29.01,0.47,0.567429959306897
PIGL,Bullish,0.7158467465327507,0.48152709359605916,154.22,168.79,145.78,6.96,0.5673878892468945
TMB,Bullish,0.7350109348407159,0.429392446633826,511.14,559.46,483.17,12.19,0.5672498183499778
DTIL,Bullish,0.6827320357485807,0.5763546798029556,161.2,176.44,152.38,5.43,0.5670375429911857
SALONA,Bullish,0.6867368718527957,0.5640394088669951,274.77,300.74,259.73,13.47,0.5669807868104856
PAVNAIND,Bullish,0.6696363486779116,0.6161740558292282,31.18,34.12,29.47,2.14,0.5668268271649646
SUDARSCHEM,Bullish,0.7066429834844441,0.5053366174055829,1017.16,1113.31,961.49,38.83,0.5668228200856337
SRGHFL,Bullish,0.6784064753228393,0.5886699507389163,267.33,292.6,252.7,12.24,0.5667868877574066
DRCSYSTEMS,Bullish,0.683013996724408,0.5743021346469622,18.25,19.98,17.25,0.92,0.5667109565596771
GANDHITUBE,Bullish,0.7061425866637355,0.5061576354679803,780.99,854.81,738.24,25.59,0.5666533367858252
M&M,Bullish,0.6844881973354062,0.5689655172413793,3718.1,4069.56,3514.62,59.93,0.5664729908982672
DSSL,Bullish,0.6736884007482694,0.6013957307060755,939.68,1028.5,888.25,33.91,0.5662743716634467
JPPOWER,Bullish,0.6634020748015432,0.6293103448275862,19.03,20.83,17.99,0.82,0.5650355602620041
KKCL,Bullish,0.6842420835124098,0.5644499178981937,496.82,543.79,469.63,17.64,0.5650334052518734
BLUSPRING,Bullish,0.7075294236316161,0.49382716049382713,72.61,79.48,68.64,2.77,0.5642765526741037
DATAMATICS,Bullish,0.6928485074046412,0.5357142857142857,852.54,933.13,805.88,28.89,0.5641766417437792
BLKASHYAP,Bullish,0.7044429609789404,0.5008210180623974,52.66,57.64,49.78,2.18,0.5637857129411094
MASTEK,Bullish,0.6999046448541235,0.513136288998358,2233.81,2444.97,2111.56,54.86,0.5636013757577375
NV20IETF,Bullish,0.6941346131008082,0.5295566502463055,15.1,16.52,14.27,0.3,0.5635142080739566
BIRLAMONEY,Bullish,0.7084840600625228,0.4876847290640394,158.14,173.09,149.48,4.35,0.5632971787886265
NDRAUTO,Bullish,0.697233086712416,0.5184729064039408,862.44,943.97,815.24,30.55,0.5629384379909605
DBOL,Bullish,0.6806409091360536,0.5652709359605912,77.83,85.18,73.57,3.22,0.5622831549857941
JKIL,Bullish,0.6886952506697317,0.5410509031198686,594.11,650.27,561.59,14.37,0.5622648253415281
MPHASIS,Bullish,0.7064570001152268,0.48850574712643685,2818.22,3084.62,2663.99,62.81,0.5619175219307321
BLUEJET,Bullish,0.6900962674965954,0.5344827586206896,584.56,639.82,552.57,20.98,0.5615955832041258
SGFIN,Bullish,0.6825236466689415,0.5555555555555555,412.55,451.55,389.98,13.71,0.5611861094833519
LAXMIINDIA,Bullish,0.6934915770505736,0.5222222222222223,137.38,150.37,129.86,6.52,0.5609576312142418
DCI,Bullish,0.7171102770518049,0.4544334975369459,261.85,286.6,247.52,12.32,0.5606177387592189
SIRCA,Bullish,0.6814360212233104,0.5566502463054187,531.54,581.79,502.46,12.1,0.5605902243561223
GLENMARK,Bullish,0.705077872455093,0.4876847290640394,1961.26,2146.65,1853.92,48.11,0.5605890079519803
ALLDIGI,Bullish,0.6940649679071904,0.5176518883415436,851.13,931.59,804.56,23.44,0.5601525972518623
CAPLIPOINT,Bullish,0.7083235593163595,0.47701149425287354,1928.8,2111.12,1823.24,40.22,0.56014552736742
NYKAA,Bullish,0.6688626512994663,0.5935960591133004,269.34,294.8,254.6,6.73,0.5601312843394546
SUTLEJTEX,Bullish,0.6942909674067201,0.5164203612479475,34.67,37.95,32.78,1.49,0.5599929773237783
MARUTI,Bullish,0.7109635963057668,0.46551724137931033,16050.85,17568.1,15172.45,245.28,0.5589644826128097
SHYAMTEL,Bullish,0.6948051310260296,0.5106732348111659,12.76,13.97,12.06,0.73,0.5588104321454012
VINEETLAB,Bullish,0.7127924735200903,0.45935960591133007,42.3,46.3,39.99,2.56,0.5586467120051545
CHOLAHLDNG,Bullish,0.709052570265265,0.46962233169129725,1820.16,1992.21,1720.54,56.31,0.5586263106950314
ONELIFECAP,Bullish,0.668329729238004,0.5894909688013136,12.81,14.02,12.11,0.9,0.5585875733696947
INDIGOPNTS,Bullish,0.7025207346581223,0.4864532019704433,1294.29,1416.63,1223.46,45.6,0.5582098251249021
LTF,Bullish,0.6665372104566315,0.5931855500821017,315.62,345.45,298.35,7.22,0.5580744230079415
HINDALCO,Bullish,0.7145696665177977,0.4523809523809524,816.21,893.37,771.54,16.28,0.558044882423423
SUMICHEM,Bullish,0.655263525191988,0.6276683087027916,464.46,508.36,439.04,11.16,0.5576733745599465
SADBHIN,Bullish,0.724678911901062,0.42323481116584566,3.85,4.21,3.64,0.16,0.5574910841143638
SBC,Bullish,0.7136764022216129,0.45279146141215104,26.3,28.79,24.86,0.74,0.5574644737878839
TGBHOTELS,Bullish,0.713406278283316,0.4527914614121511,10.81,11.84,10.22,0.63,0.5572534754997922
GRMOVER,Bullish,0.6810620004682435,0.5447454844006567,473.41,518.15,447.5,16.14,0.5570393800217276
SGL,Bullish,0.6550381681624442,0.6247947454844007,13.66,14.95,12.91,0.85,0.5567286631213155
AMNPLST,Bullish,0.7285106068057661,0.4100985221674877,202.95,222.13,191.84,7.96,0.5566108133772134
BANDHANBNK,Bullish,0.6795195462945915,0.5463875205254515,151.19,165.48,142.92,3.31,0.5562241277961476
NIFMID150,Bullish,0.6946459293601169,0.5,227.25,248.73,214.81,2.49,0.5557167434880935
MAITHANALL,Bullish,0.674534227223942,0.5578817733990147,958.57,1049.18,906.11,29.83,0.5552446766951759
TECH,Bullish,0.6534662046462678,0.6231527093596059,40.39,44.21,38.18,0.86,0.5549634171478649
STEELCAS,Bullish,0.6702718137104763,0.5697865353037767,223.61,244.75,211.38,8.8,0.5549278300046341
DONEAR,Bullish,0.7170031360645392,0.4339080459770115,108.12,118.34,102.2,3.77,0.5546472535303849
BANKPSU,Bullish,0.7204681012307086,0.42323481116584566,86.19,94.34,81.47,1.37,0.5542517330485829
SENSEXADD,Bullish,0.6825064729198834,0.5291461412151067,88.44,96.8,83.6,0.68,0.5539621503518857
IMFA,Bullish,0.6689053652692343,0.569376026272578,1354.64,1482.69,1280.51,68.78,0.5536866906933021
SELECTIPO,Bullish,0.68931873676856,0.5069786535303776,48.56,53.15,45.9,0.58,0.5533791960692102
TIPSFILMS,Bullish,0.665662708635497,0.5779967159277504,376.57,412.17,355.97,16.72,0.5532979689840535
3IINFOLTD,Bullish,0.6798029303907913,0.5336617405582923,17.15,18.77,16.21,0.53,0.5529956842620657
JSFB,Bullish,0.644264276448721,0.6457307060755336,455.87,498.96,430.92,13.49,0.5529670563214227
TARSONS,Bullish,0.6814704985042479,0.5279146141215106,229.19,250.86,216.65,13.44,0.5527855932037742
SURAJLTD,Bullish,0.7035105868659954,0.46428571428571425,271.3,296.95,256.45,10.49,0.5527583182518535
SARLAPOLY,Bullish,0.665182911267405,0.5767651888341544,91.79,100.46,86.76,2.79,0.552571485731002
TI,Bullish,0.6824635969303025,0.5238095238095238,477.12,522.22,451.01,17.95,0.5524705308483401
EQUAL200,Bullish,0.712827222188622,0.4359605911330049,13.59,14.87,12.84,0.15,0.5520021641775931
GRINDWELL,Bullish,0.6682533806618512,0.5636288998357964,1581.87,1731.4,1495.3,43.9,0.5516107954987072
HDFCNIF100,Bullish,0.6892307462050442,0.5,27.72,30.34,26.2,0.42,0.5513845969640354
SURANAT&P,Bullish,0.6582708108558566,0.5935960591133004,20.15,22.05,19.05,0.93,0.5512612701748553
EIHAHOTELS,Bullish,0.7423187610487961,0.35509031198686375,367.43,402.16,347.32,7.58,0.5508273368110853
RAMANEWS,Bullish,0.6664836958918823,0.5648604269293925,29.95,32.78,28.31,1.66,0.5504783235363165
DEVIT,Bullish,0.6691644494403635,0.5558292282430214,40.55,44.38,38.33,1.53,0.5502751334642595
MAHSCOOTER,Bullish,0.7237547386966787,0.39901477832512317,14691.09,16079.8,13887.1,511.13,0.5497683778671323
INDIANCARD,Bullish,0.6425356780114848,0.6350574712643677,258.28,282.7,244.15,8.38,0.5487402399569347
ELDEHSG,Bullish,0.6899987580327631,0.48809523809523814,790.94,865.7,747.65,45.9,0.548713298054626
INDTERRAIN,Bullish,0.7216652792073368,0.39983579638752054,36.02,39.42,34.05,1.66,0.5484182121792373
BAJAJCON,Bullish,0.6938360662685734,0.4757799671592775,268.64,294.03,253.93,9.42,0.5483469600904177
EQUAL50,Bullish,0.6729789351424307,0.5365961199294533,336.63,368.46,318.21,2.47,0.5482345152421318
SOMICONVEY,Bullish,0.683441165230573,0.5053366174055829,129.53,141.78,122.45,6.54,0.5482118377916829
SCI,Bullish,0.6774543285302927,0.5229885057471265,233.06,255.09,220.3,10.25,0.548192927914168
HIMATSEIDE,Bullish,0.6654619287205565,0.5578817733990148,123.82,135.52,117.04,4.38,0.547776789601995
AROGRANITE,Bullish,0.6687835631929182,0.5463875205254515,32.58,35.66,30.8,2.19,0.5474361350602129
AUBANK,Bullish,0.7078879716215294,0.4318555008210181,957.66,1048.19,905.26,18.26,0.5470149087768337
HDFCSENSEX,Bullish,0.6771194095100931,0.5168308702791461,97.33,106.53,92.01,1.26,0.546254131186057
TRF,Bullish,0.6675889223635416,0.5455665024630543,310.49,339.85,293.5,10.1,0.5462390148009078
INDIGO,Bullish,0.6788871238184231,0.5114942528735632,5954.12,6516.95,5628.28,105.07,0.5462310191642484
COSMOFIRST,Bullish,0.6790787565056783,0.5106732348111659,720.58,788.7,681.15,27.05,0.5461621920139265
JINDALPHOT,Bullish,0.6591092718379965,0.5710180623973727,1469.01,1607.87,1388.61,70.64,0.5460108828280283
ONESOURCE,Bullish,0.6783474482415981,0.5119047619047619,1607.9,1759.89,1519.91,57.39,0.5459081845372861
CIFL,Bullish,0.6725132542004609,0.5291461412151067,35.48,38.83,33.53,1.48,0.5458510698707518
JAGRAN,Bullish,0.6554864141358023,0.58128078817734,70.5,77.17,66.64,0.95,0.5457005122608404
REMSONSIND,Bullish,0.6855922382919755,0.48932676518883417,122.91,134.53,116.19,5.16,0.5455467958559792
PSUBNKIETF,Bullish,0.7261268651629877,0.37725779967159284,86.87,95.08,82.12,1.8,0.5452509284713207
FELDVR,Bullish,0.6642572984284802,0.5517241379310346,3.18,3.48,3.0,0.18,0.5451490931930286
INNOVANA,Bullish,0.6907440251667276,0.4720853858784893,461.29,504.9,436.05,26.06,0.5448824789656748
MARATHON,Bullish,0.6331537747937814,0.6502463054187192,557.72,610.45,527.2,19.21,0.5445746260048977
SOFTTECH,Bullish,0.67846933940847,0.5053366174055829,351.35,384.56,332.12,19.73,0.5442237640411126
ADANIENT,Bullish,0.6426916155229112,0.6161740558292282,2282.56,2498.32,2157.64,57.81,0.5440189290674232
PRICOLLTD,Bullish,0.675778452688359,0.5110837438423647,628.12,687.5,593.75,22.07,0.5436188242562021
ASAHIINDIA,Bullish,0.6543729872609391,0.5767651888341544,1029.97,1127.33,973.61,29.64,0.5435916161827735
KHAICHEM,Bullish,0.6769720167752676,0.5057471264367815,85.23,93.29,80.57,4.56,0.5431338709300423
BTML,Bullish,0.6639135509178161,0.5414614121510674,8.98,9.83,8.49,0.69,0.5421415580811658
REGENCERAM,Bullish,0.6837245147416195,0.4815270935960591,47.45,51.93,44.85,2.95,0.5419274602065349
PLASTIBLEN,Bullish,0.6813194657719106,0.48850574712643685,170.85,187.0,161.5,5.44,0.5419230693266232
BAJEL,Bullish,0.6472241152084586,0.5931855500821018,178.94,195.86,169.15,5.75,0.5419040662476076
SICALLOG,Bullish,0.6550924896511664,0.5664488017429194,91.45,100.1,86.45,6.16,0.5414860361081755
SHREEJISPG,Bullish,0.6482386671301021,0.5878787878787879,320.09,350.35,302.58,12.39,0.5413775050335036
RAMKY,Bullish,0.6763227713082038,0.5,599.58,656.26,566.77,17.24,0.5410582170465631
MASFIN,Bullish,0.6426945024277193,0.6042692939244663,308.28,337.42,291.41,8.1,0.5409609227330852
NAHARPOLY,Bullish,0.6919985115928452,0.4540229885057471,261.45,286.16,247.14,12.36,0.540872399865672
GRSE,Bullish,0.6876397637016191,0.46592775041050905,2827.87,3095.18,2673.11,94.33,0.5407400374986951
MANAKSTEEL,Bullish,0.6440136707179798,0.5985221674876847,62.85,68.79,59.41,2.77,0.540590785666718
COMSYN,Bullish,0.7002772872412568,0.429392446633826,138.9,152.03,131.3,4.02,0.5404438834210028
TREJHARA,Bullish,0.6737023265495036,0.505336617405583,264.99,290.04,250.49,12.69,0.5403999778644212
CCHHL,Bullish,0.6225309456520278,0.6691297208538588,16.0,17.51,15.12,0.66,0.5401401505460287
THEINVEST,Bullish,0.6428299844936484,0.6001642036124794,123.59,135.28,116.83,5.15,0.5400194089769301
PRIMO,Bullish,0.6714233838320298,0.5106732348111659,26.06,28.52,24.63,1.24,0.5400052108389626
NAVNETEDUL,Bullish,0.6826626482749942,0.4761904761904762,147.92,161.9,139.82,3.8,0.5396285695888049
RBZJEWEL,Bullish,0.6862343116970133,0.46469622331691296,140.64,153.93,132.94,7.63,0.5392967842006413
ACL,Bullish,0.6678493020612353,0.5184729064039408,73.57,80.52,69.54,3.29,0.539214288708554
GREENLAM,Bullish,0.6793361118701648,0.4823481116584565,261.1,285.78,246.81,9.09,0.5386722634188877
ORIENTPPR,Bullish,0.6696731607540699,0.5102627257799671,23.43,25.64,22.14,0.52,0.538487597407665
PRABHA,Bullish,0.6569428678823057,0.5476190476190476,198.99,217.8,188.1,8.6,0.538067491789317
VIVIDHA,Bullish,0.6467265677833228,0.5788177339901478,0.73,0.8,0.69,0.03,0.5377706632602212
SATIN,Bullish,0.6757085591942548,0.48850574712643685,153.1,167.57,144.72,3.73,0.5374601413361199
POONAWALLA,Bullish,0.6957370895322493,0.4310344827586207,491.44,537.9,464.55,13.95,0.5373969243283581
INVENTURE,Bullish,0.6083000874896176,0.7085385878489326,1.29,1.41,1.22,0.04,0.5373816864850809
HEALTHIETF,Bullish,0.6736426454665938,0.4942528735632184,154.24,168.82,145.8,2.14,0.5373655125905932
IVP,Bullish,0.6861281504624615,0.45771756978653527,167.62,183.47,158.45,6.5,0.5372980541142001
ARIHANTCAP,Bullish,0.6450184223883415,0.5821018062397373,101.05,110.61,95.52,4.48,0.5371976089250686
ABCAPITAL,Bullish,0.6448477856782059,0.5808702791461412,359.29,393.25,339.62,7.86,0.5367378367163917
CEREBRAINT,Bullish,0.675889234788146,0.4835796387520525,7.19,7.87,6.79,0.51,0.5362720496709887
COROMANDEL,Bullish,0.6818554275905135,0.46551724137931033,2379.34,2604.25,2249.12,56.66,0.5360794396228865
NSIL,Bullish,0.6606073599162053,0.5287356321839081,6788.78,7430.5,6417.25,211.75,0.5360790759779781
SUPRAJIT,Bullish,0.6332067093882978,0.6157635467980296,462.15,505.84,436.86,14.19,0.5358862693246776
ZENSARTECH,Bullish,0.6894493456754763,0.44129720853858784,752.14,823.24,710.98,19.48,0.5353704360754232
ZEAL,Bullish,0.6423818451708648,0.5833333333333334,103.46,113.24,97.8,4.43,0.5353182043090541
GICRE,Bullish,0.6885624134842021,0.44211822660098515,387.98,424.65,366.75,8.02,0.5349078453520131
EPIGRAL,Bullish,0.6702418029479291,0.4950738916256157,1509.51,1652.2,1426.9,40.91,0.5348727688549976
EIHOTEL,Bullish,0.6423411759125014,0.5808702791461412,376.67,412.28,356.06,7.97,0.5346514648112429
LAURUSLABS,Bullish,0.6999432119710511,0.4059934318555008,1028.32,1125.52,972.04,21.9,0.5336348658754664
