Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
Nippon India Mutual Fund,NCBFIVDDG,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SRD DR GWTH 18JN21,Delisted,B ,10,INF204KB1TI8, ,Equity,-,-,-,-
Nippon India Mutual Fund,NCBFIVDD,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD IV SRD RG DVP 18JN21,Delisted,B ,10,INF204KB1TH0, ,Equity,-,-,-,-
Newgen Software Technologies Limited,NEWGEN,Newgen Software Technologies Ltd,Active,A ,10,INE619B01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Praxis Home Retail Limited ,PRAXIS,Praxis Home Retail Ltd,Active,T ,5,INE546Y01022,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
Amber Enterprises India Limited,AMBER,Amber Enterprises India Ltd,Active,A ,10,INE371P01015,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
CRP Risk Management Limited,CRPRISK,CRP Risk Management Ltd,Suspended,M ,10,INE422M01013,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
TIRUPATI FOAM LIMITED,TIRUFOAM,Tirupati Foam Ltd,Active,X ,10,INE115G01015,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
SRU Steels Limited,SRUSTEELS,SRU Steels Ltd,Active,X ,10,INE425C01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Ashoka Metcast Limited,ASHOKAMET,Ashoka Metcast Ltd,Active,B ,10,INE760Y01011,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
Galaxy Surfactants Limited,GALAXYSURF,Galaxy Surfactants Ltd,Active,A ,10,INE600K01018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Gautam Gems Limited,GGL,Gautam Gems Ltd,Active,B ,10,INE063Z01017,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
MEDICO REMEDIES LIMITED,MEDICO,Medico Remedies Ltd,Active,B ,2,INE630Y01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Gujarat Hy-Spin Limited,GUJHYSPIN,Gujarat Hy-Spin Ltd,Active,M ,10,INE578V01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Focus Suites Solutions & Services Limited,FSSPL,Focus Suites Solutions & Services Ltd,Delisted,M ,10,INE180Z01019,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
ICICI Prudential Mutual Fund,IPRU3034,ICICI Prudential Value Fund - Series 20 - Cumulative Option,Suspended,B ,10,INF109KC1333, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU3035,ICICI Prudential Value Fund - Series 20 - Dividend Option,Suspended,B ,10,INF109KC1341, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9236,ICICI Prudential Value Fund - Series 20 - Direct Plan Cumulative Option,Suspended,B ,10,INF109KC1358, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9237,ICICI Prudential Value Fund - Series 20 - Direct Plan Dividend Option,Suspended,B ,10,INF109KC1366, ,Equity,-,-,-,-
LORENZINI APPARELS LIMITED,LAL,Lorenzini Apparels Ltd,Active,B ,1,INE740X01023,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
Kenvi Jewels Limited,KENVI,Kenvi Jewels Ltd,Active,B ,1,INE923Y01023,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
The Indian Wood Products Co. Ltd.,IWP,The Indian Wood Products Company Ltd,Active,XT,2,INE586E01020,Forest Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Forest Products
Tasty Dairy Specialities Limited,TDSL,Tasty Dairy Specialities Ltd,Active,T ,10,INE773Y01014,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
Bhatia Communications & Retail (India) Limited,BHATIA,Bhatia Communications & Retail (India) Ltd,Active,B ,1,INE341Z01025,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
Shiva Mills Limited,SHIVAMILLS,Shiva Mills Ltd,Active,B ,10,INE644Y01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Aster DM Healthcare Limited,ASTERDM,Aster DM Healthcare Ltd,Active,A ,10,INE914M01019,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
The Yamuna Syndicate Ltd ,YSL,The Yamuna Syndicate Ltd,Active,X ,100,INE868X01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Kotak Mahindra Mutual Fund,KTINDF4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,Delisted,B ,10,INF174KA1GD3, ,Equity,-,-,-,-
Kotak Mahindra Mutual Fund,KTINDF4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,Delisted,B ,10,INF174KA1GE1, ,Equity,-,-,-,-
Kotak Mahindra Mutual Fund,KTINDF4DG,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,Delisted,B ,10,INF174KA1GG6, ,Equity,-,-,-,-
Kotak Mahindra Mutual Fund,KTINDF4DD,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,Delisted,B ,10,INF174KA1GF8, ,Equity,-,-,-,-
KANCO TEA & INDUSTRIES LIMITED,KANCOTEA,Kanco Tea & Industries Ltd,Active,X ,10,INE398L01017,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
Angel Fibers Limited,ANGEL,Angel Fibers Ltd,Active,M ,10,INE339Z01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
H.G. Infra Engineering Limited,HGINFRA,H.G. Infra Engineering Ltd,Active,A ,10,INE926X01010,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
East India Securities Limited,EIS,East India Securities Ltd,Delisted,M ,10,INE482Z01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Axis Mutual Fund,AXISCBD1D,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Dividend Payout,Suspended,B ,10,INF846K01B77, ,Equity,-,-,-,-
Axis Mutual Fund,AXISCBDGG,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Growth,Suspended,B ,10,INF846K01B69, ,Equity,-,-,-,-
Axis Mutual Fund,AXISCBDPD,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Dividend Payout,Suspended,B ,10,INF846K01B93, ,Equity,-,-,-,-
Axis Mutual Fund,AXISCBGPG,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Growth,Suspended,B ,10,INF846K01B85, ,Equity,-,-,-,-
Inflame Appliances Limited,INFLAME,Inflame Appliances Ltd,Active,M ,10,INE464Z01017,Houseware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
DSP Mutual Fund,DACE2RG,DSP ACE Fund Series 2 Reg Growth Mat Dt 28 Jun 2021,Delisted,B ,10,INF740KA1EK8, ,Equity,-,-,-,-
DSP Mutual Fund,DACE2RDP,DSP A.C.E. Fund - Series 2 - Reg - IDCW - Reg Pay Mat Dt.28-Jun-2021,Delisted,B ,10,INF740KA1EL6, ,Equity,-,-,-,-
DSP Mutual Fund,DACE2DG,DSP A.C.E. Fund - Series 2 - Dir - Growth Mat Dt.28-Jun-2021,Delisted,B ,10,INF740KA1EM4, ,Equity,-,-,-,-
DSP Mutual Fund,DACE2DDP,DSP A.C.E. Fund - Series 2 - Dir - IDCW - Reg Pay Mat Dt.28-Jun-2021,Delisted,B ,10,INF740KA1EN2, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF6RG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- GROWTH,Suspended,B ,10,INF209KB1LL4, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF6RD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- DIVIDEND PAYOUT,Suspended,B ,10,INF209KB1LM2, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF6DG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- GROWTH,Suspended,B ,10,INF209KB1LN0, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF6DD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- DIVIDEND PAYOUT,Suspended,B ,10,INF209KB1LO8, ,Equity,-,-,-,-
Bharat Parenterals Limited,BPLPHARMA,Bharat Parenterals Ltd,Active,X ,10,INE365Y01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Shreeshay Engineers Limited,SHREESHAY,Shreeshay Engineers Ltd,Active,M ,10,INE452Z01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
APEX CAPITAL AND FINANCE LIMITED,ACFL,Apex Capital And Finance Ltd,Active,XT,10,INE758W01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,Active,A ,5,INE171Z01026,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
Active Clothing Co  Limited,ACTIVE,Active Clothing Co Ltd,Active,T ,10,INE380Z01015,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
Ridings Consulting Engineers India Limited,RIDINGS,Ridings Consulting Engineers India Ltd,Suspended,MT,10,INE314Z01014,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
GOYAL ALUMINIUMS LIMITED,GOYALALUM,Goyal Aluminiums Ltd,Active,B ,1,INE705X01026,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Bandhan Bank Limited,BANDHANBNK,Bandhan Bank Ltd,Active,A ,10,INE545U01014,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,Active,A ,5,INE066F01020,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
DHARAN INFRA-EPC LIMITED,DHARAN,Dharan Infra-EPC Ltd,Active,T ,1,INE278R01034,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Sandhar Technologies Limited,SANDHAR,Sandhar Technologies Ltd,Active,B ,10,INE278H01035,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
YASHO INDUSTRIES LIMITED,YASHO,Yasho Industries Ltd,Active,B ,10,INE616Z01012,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Benara Bearings and Pistons Limited,BENARA,Benara Bearings and Pistons Ltd,Active,MT,10,INE495Z01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
ICICI Securities Limited,ISEC,ICICI Securities Ltd,Suspended,A ,5,INE763G01038,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
Mishra Dhatu Nigam Limited,MIDHANI,Mishra Dhatu Nigam Ltd,Active,A ,10,INE099Z01011,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
Lex Nimble Solutions Limited,LEX,Lex Nimble Solutions Ltd,Active,MT,10,INE860Y01019,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
Orissa Bengal Carrier Limited,OBCL,Orissa Bengal Carrier Ltd,Active,B ,10,INE426Z01016,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
Taylormade Renewables Limited,TRL,Taylormade Renewables Ltd,Active,B ,10,INE459Z01017,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Lemon Tree Hotels Limited,LEMONTREE,Lemon Tree Hotels Ltd,Active,A ,10,INE970X01018,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
Aditya Birla Sun Life Mutual Fund,ABSLRIF7RG,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Growth Option,Suspended,B ,10,INF209KB1NP1, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF7RD,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Dividend Payout,Suspended,B ,10,INF209KB1NQ9, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF7DG,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Growth Option,Suspended,B ,10,INF209KB1NR7, ,Equity,-,-,-,-
Aditya Birla Sun Life Mutual Fund,ABSLRIF7DD,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Dividend Payout,Suspended,B ,10,INF209KB1NS5, ,Equity,-,-,-,-
Chemfab Alkalis Ltd,CHEMFAB,Chemfab Alkalis Ltd,Active,B ,10,INE783X01023,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
HARDWYN INDIA LIMITED,HARDWYN,Hardwyn India Ltd,Active,B ,1,INE626Z01029,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
DR LALCHANDANI LABS LIMITED,DLCL,Dr Lalchandani Labs Ltd,Active,MT,10,INE871Z01013,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
Orient Electric Limited,ORIENTELEC,Orient Electric Ltd,Active,A ,1,INE142Z01019,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
Dhruv Consultancy Services Limited,DHRUV,Dhruv Consultancy Services Ltd,Active,B ,10,INE506Z01015,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
Akshar Spintex Limited,AKSHAR,Akshar Spintex Ltd,Active,B ,1,INE256Z01025,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Indo US Bio-Tech Limited,INDOUS,Indo Us Bio-Tech Ltd,Active,B ,10,INE250Z01010,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
ICICI Prudential Mutual Fund,IPRU3095,ICICI Prudential Bharat Consumption Fund - Series 2 - Cumulative Option,Suspended,B ,10,INF109KC1CV2, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU3096,ICICI Prudential Bharat Consumption Fund - Series 2 - Dividend Option,Suspended,B ,10,INF109KC1CW0, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9297,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Cumulative Option,Suspended,B ,10,INF109KC1CX8, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,IPRU9298,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Dividend Option,Suspended,B ,10,INF109KC1CY6, ,Equity,-,-,-,-
ICICI Prudential Mutual Fund,BSE500IETF,ICICI Prudential BSE 500 ETF,Active,A ,1,INF109KC1V59, ,Equity,-,-,-,-
IndoStar Capital Finance Limited,INDOSTAR,Indostar Capital Finance Ltd,Active,B ,10,INE896L01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Milestone Furniture Limited,MILEFUR,Milestone Furniture Ltd,Active,MT,10,INE424Z01011,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
U. H. ZAVERI LIMITED,UHZAVERI,U. H. Zaveri Ltd,Active,T ,10,INE556Z01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
Kotak Mahindra Mutual Fund,KTKIND5RG,Kotak India Growth Fund Series 5 - Regular Plan - Growth Option,Delisted,B ,10,INF174K011X6, ,Equity,-,-,-,-
Kotak Mahindra Mutual Fund,KTKIND5RD,Kotak India Growth Fund Series 5 - Regular Plan - Dividend Option,Delisted,B ,10,INF174K012X4, ,Equity,-,-,-,-
Kotak Mahindra Mutual Fund,KTKIND5DG,Kotak India Growth Fund Series 5 - Direct Plan - Growth Option,Delisted,B ,10,INF174K013X2, ,Equity,-,-,-,-
Kotak Mahindra Mutual Fund,KTKIND5DD,Kotak India Growth Fund Series 5 - Direct Plan - Dividend Option,Delisted,B ,10,INF174K014X0, ,Equity,-,-,-,-
Parvati Sweetners and Power Ltd.,PARVATI,Parvati Sweetners and Power Ltd,Active,X ,5,INE295Z01015,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
Megastar Foods Limited,MEGASTAR,Megastar Foods Ltd,Active,B ,10,INE00EM01016,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
Innovators Facade Systems Limited,INNOVATORS,Innovators Facade Systems Ltd,Active,M ,10,INE870Z01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
UNIFINZ CAPITAL INDIA LIMITED,UCIL,Unifinz Capital India Ltd,Active,X ,10,INE926R01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ZIM Laboratories Limited,ZIMLAB,Zim Laboratories Ltd,Active,B ,10,INE518E01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Arihant Institute Limited,ARIHANTINS,Arihant Institute Ltd,Suspended,MT,10,INE997Z01016,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
Affordable Robotic & Automation Limited,AFFORDABLE,Affordable Robotic & Automation Ltd,Active,B ,10,INE692Z01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Dollar Industries Limited,DOLLAR,Dollar Industries Ltd,Active,B ,2,INE325C01035,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
NAKODA GROUP OF INDUSTRIES LIMITED,NGIL,Nakoda Group of Industries Ltd,Active,B ,10,INE236Y01012,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
Palm Jewels Limited,PALMJEWELS,Palm Jewels Ltd,Active,B ,10,INE838Z01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Waa Solar Limited,WAA,Waa Solar Ltd,Active,M ,10,INE799N01012,Power Generation,Equity,Utilities,Power,Power,Power Generation
Adani Green Energy Limited,ADANIGREEN,Adani Green Energy Ltd,Active,A ,10,INE364U01010,Power Generation,Equity,Utilities,Power,Power,Power Generation
McLeod Russel India Limited,MCLEODBBPH,MCLEODBBPH,Delisted,P ,5,-, ,Equity,-,-,-,-
Unick Fix-A- Form and Printers Limited,UNICK,Unick Fix-A-Form And Printers Ltd,Active,X ,10,INE250G01010,Printing & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication
SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA,Solara Active Pharma Sciences Ltd,Active,A ,10,INE624Z01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
TALWALKARS HEALTHCLUBS LIMITED,TALWGYM,Talwalkars Healthclubs Ltd,Suspended,Z ,10,INE627Z01019,Wellness,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Wellness
GAYATRI HIGHWAYS LTD,GAYAHWS,Gayatri Highways Ltd,Active,T ,2,INE287Z01012,Road Assetsâ€“Toll- Annuity- Hybrid-Annuity,Equity,Services,Services,Transport Infrastructure,"Road Assetsâ€“Toll, Annuity, Hybrid-Annuity"
RITES Limited,RITES,RITES Ltd,Active,A ,10,INE320J01015,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Fine Organic Industries Limited,FINEORG,Fine Organic Industries Ltd,Active,A ,5,INE686Y01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Varroc Engineering Limited,VARROC,Varroc Engineering Ltd,Active,A ,1,INE665L01035,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Rajnish Wellness Limited,RAJNISH,Rajnish Wellness Ltd,Active,B ,1,INE685Z01033,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Gujarat Winding Systems Limited,GUJWIND,Gujarat Winding Systems Ltd,Active,X ,10,INE173V01013,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Sophia Traexpo Limited,STRAEXPO,Sophia Traexpo Ltd,Active,XT,10,INE268X01017,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Raw Edge Industrial Solutions Limited,RAWEDGE,Raw Edge Industrial Solutions Ltd,Active,B ,10,INE960Z01014,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
ICICI Prudential Mutual Fund,IPRU3143,ICICI Prudential Bharat Consumption Fund  - Series 3 - Cumulative Option,Suspended,B ,10,INF109KC1GQ3, ,Equity,-,-,-,-
